0.553533,0.937812,0.776026,0.219611,0.007750,0.903243,0.834092,0.337246,0.984808,0.805536,3.548427,2.440734,3.096045,2.957580,2.958053,3.384371,3.221348,0.000000,0.000000,0.000000
0.765655,0.780966,0.535409,0.299267,0.156882,0.297589,0.181716,0.584358,0.111175,0.922551,1.921579,2.406772,1.761093,1.643077,3.168768,2.530135,1.993763,0.000000,0.000000,0.000000
0.787217,0.198269,0.797832,0.667211,0.979086,0.198228,0.752309,0.706824,0.195494,0.907388,2.881329,3.101008,2.577080,2.637848,2.771806,2.654698,2.389310,0.000000,0.000000,0.000000
0.783315,0.645904,0.673649,0.918034,0.450734,0.804741,0.371626,0.603772,0.500703,0.167400,2.353765,2.426514,2.508641,2.323706,2.915488,2.525285,2.767577,0.000000,0.000000,0.000000
0.929953,0.310740,0.970262,0.034838,0.493885,0.330759,0.787636,0.070417,0.557159,0.483440,3.662225,1.736965,2.554692,1.552551,2.139501,3.324784,1.683328,0.000000,0.000000,0.000000
0.602954,0.575115,0.286109,0.887822,0.472535,0.768390,0.123087,0.853276,0.478197,0.162727,1.562352,2.308221,2.452265,2.654273,2.559323,1.957361,2.619333,0.000000,0.000000,0.000000
0.350423,0.481595,0.073000,0.450926,0.249281,0.157250,0.377475,0.883342,0.873676,0.610051,2.083303,1.766924,1.961883,2.535676,1.850739,1.603048,2.304659,0.000000,0.000000,0.000000
0.517271,0.090757,0.733024,0.663093,0.080769,0.735872,0.621008,0.144882,0.018857,0.506074,2.282448,1.628505,2.214598,1.757390,1.848448,2.068105,1.881391,0.000000,0.000000,0.000000
0.020638,0.433509,0.399475,0.437948,0.146443,0.835676,0.700292,0.742435,0.696036,0.851558,1.999174,1.990909,2.809685,2.624734,1.862863,1.512817,2.993043,0.000000,0.000000,0.000000
0.487096,0.037519,0.901520,0.441669,0.637089,0.473658,0.357358,0.295374,0.672209,0.227326,2.531501,1.774925,2.225906,2.023669,1.538304,2.237512,1.929362,0.000000,0.000000,0.000000
0.584535,0.423919,0.081787,0.724209,0.477397,0.890863,0.741147,0.820039,0.593088,0.167765,2.207106,1.917669,3.020832,2.795860,2.044042,2.066518,2.752149,0.000000,0.000000,0.000000
0.278414,0.214689,0.585168,0.387569,0.192754,0.585268,0.974890,0.481544,0.864493,0.219781,2.811309,1.301399,2.867880,2.382844,1.357685,2.428159,2.142652,0.000000,0.000000,0.000000
0.866525,0.151464,0.318650,0.780498,0.539904,0.030871,0.072348,0.281309,0.265407,0.511263,1.860531,2.277281,1.292951,1.272348,2.394202,1.921849,2.008223,0.000000,0.000000,0.000000
0.585440,0.601216,0.587904,0.062088,0.693540,0.838118,0.288745,0.557884,0.605047,0.607408,1.968699,2.193377,2.403862,2.616960,2.171015,2.157049,2.326428,0.000000,0.000000,0.000000
