0.553533,0.937812,0.776026,0.219611,0.007750,0.903243,0.834092,0.337246,0.984808,0.805536,1.903243,1.337246,1.553533,1.937812,1.219611,1.776026,1.007750,1.984808,1.805536,0.000000
0.765655,0.780966,0.535409,0.299267,0.156882,0.297589,0.181716,0.584358,0.111175,0.922551,1.297589,1.584358,1.765655,1.780966,1.299267,1.535409,1.156882,1.111175,1.922551,0.000000
0.787217,0.198269,0.797832,0.667211,0.979086,0.198228,0.752309,0.706824,0.195494,0.907388,1.198228,1.706824,1.787217,1.198269,1.667211,1.797832,1.979086,1.195494,1.907388,0.000000
0.783315,0.645904,0.673649,0.918034,0.450734,0.804741,0.371626,0.603772,0.500703,0.167400,1.804741,1.603772,1.783315,1.645904,1.918034,1.673649,1.450734,1.500703,1.167400,0.000000
0.929953,0.310740,0.970262,0.034838,0.493885,0.330759,0.787636,0.070417,0.557159,0.483440,1.330759,1.070417,1.929953,1.310740,1.034838,1.970262,1.493885,1.557159,1.483440,0.000000
0.602954,0.575115,0.286109,0.887822,0.472535,0.768390,0.123087,0.853276,0.478197,0.162727,1.768390,1.853276,1.602954,1.575115,1.887822,1.286109,1.472535,1.478197,1.162727,0.000000
0.350423,0.481595,0.073000,0.450926,0.249281,0.157250,0.377475,0.883342,0.873676,0.610051,1.157250,1.883342,1.350423,1.481595,1.450926,1.073000,1.249281,1.873676,1.610051,0.000000
0.517271,0.090757,0.733024,0.663093,0.080769,0.735872,0.621008,0.144882,0.018857,0.506074,1.735872,1.144882,1.517271,1.090757,1.663093,1.733024,1.080769,1.018857,1.506074,0.000000
0.020638,0.433509,0.399475,0.437948,0.146443,0.835676,0.700292,0.742435,0.696036,0.851558,1.835676,1.742435,1.020638,1.433509,1.437948,1.399475,1.146443,1.696036,1.851558,0.000000
0.487096,0.037519,0.901520,0.441669,0.637089,0.473658,0.357358,0.295374,0.672209,0.227326,1.473658,1.295374,1.487096,1.037519,1.441669,1.901520,1.637089,1.672209,1.227326,0.000000
0.584535,0.423919,0.081787,0.724209,0.477397,0.890863,0.741147,0.820039,0.593088,0.167765,1.890863,1.820039,1.584535,1.423919,1.724209,1.081787,1.477397,1.593088,1.167765,0.000000
0.278414,0.214689,0.585168,0.387569,0.192754,0.585268,0.974890,0.481544,0.864493,0.219781,1.585268,1.481544,1.278414,1.214689,1.387569,1.585168,1.192754,1.864493,1.219781,0.000000
0.866525,0.151464,0.318650,0.780498,0.539904,0.030871,0.072348,0.281309,0.265407,0.511263,1.030871,1.281309,1.866525,1.151464,1.780498,1.318650,1.539904,1.265407,1.511263,0.000000
0.585440,0.601216,0.587904,0.062088,0.693540,0.838118,0.288745,0.557884,0.605047,0.607408,1.838118,1.557884,1.585440,1.601216,1.062088,1.587904,1.693540,1.605047,1.607408,0.000000
0.828825,0.038304,0.163658,0.555172,0.372589,0.504647,0.709408,0.139156,0.531173,0.823496,1.504647,1.139156,1.828825,1.038304,1.555172,1.163658,1.372589,1.531173,1.823496,0.000000
0.560115,0.573612,0.536112,0.727429,0.563077,0.791353,0.417708,0.285214,0.595665,0.734232,1.791353,1.285214,1.560115,1.573612,1.727429,1.536112,1.563077,1.595665,1.734232,0.000000
0.931054,0.153772,0.047371,0.861303,0.329118,0.441503,0.094228,0.551679,0.097176,0.640841,1.441503,1.551679,1.931054,1.153772,1.861303,1.047371,1.329118,1.097176,1.640841,0.000000
0.281332,0.283894,0.108331,0.701462,0.765003,0.274672,0.538544,0.887661,0.850033,0.032501,1.274672,1.887661,1.281332,1.283894,1.701462,1.108331,1.765003,1.850033,1.032501,0.000000
0.504454,0.271610,0.363432,0.841850,0.025747,0.580904,0.112212,0.157601,0.822057,0.579137,1.580904,1.157601,1.504454,1.271610,1.841850,1.363432,1.025747,1.822057,1.579137,0.000000
0.301751,0.773354,0.317035,0.979166,0.754141,0.459439,0.597823,0.518060,0.617461,0.442651,1.459439,1.518060,1.301751,1.773354,1.979166,1.317035,1.754141,1.617461,1.442651,0.000000
0.227271,0.755821,0.521288,0.196823,0.277574,0.675774,0.290869,0.772697,0.739613,0.845410,1.675774,1.772697,1.227271,1.755821,1.196823,1.521288,1.277574,1.739613,1.845410,0.000000
0.690381,0.576517,0.410814,0.158406,0.024761,0.037826,0.437603,0.260218,0.247397,0.740311,1.037826,1.260218,1.690381,1.576517,1.158406,1.410814,1.024761,1.247397,1.740311,0.000000
0.616408,0.292866,0.226835,0.672596,0.991830,0.084738,0.781319,0.951406,0.662075,0.039712,1.084738,1.951406,1.616408,1.292866,1.672596,1.226835,1.991830,1.662075,1.039712,0.000000
0.431605,0.311338,0.292754,0.433733,0.374029,0.229821,0.027932,0.985083,0.462219,0.129504,1.229821,1.985083,1.431605,1.311338,1.433733,1.292754,1.374029,1.462219,1.129504,0.000000
0.061034,0.163314,0.452108,0.037270,0.239213,0.491987,0.299380,0.268767,0.119348,0.680690,1.491987,1.268767,1.061034,1.163314,1.037270,1.452108,1.239213,1.119348,1.680690,0.000000
0.106388,0.268744,0.893207,0.764673,0.143883,0.505711,0.892465,0.317879,0.103145,0.261680,1.505711,1.317879,1.106388,1.268744,1.764673,1.893207,1.143883,1.103145,1.261680,0.000000
0.685202,0.463089,0.829521,0.027111,0.493550,0.382495,0.466912,0.492443,0.583866,0.126480,1.382495,1.492443,1.685202,1.463089,1.027111,1.829521,1.493550,1.583866,1.126480,0.000000
0.425106,0.372911,0.818961,0.992720,0.364780,0.393189,0.171057,0.505787,0.158277,0.335246,1.393189,1.505787,1.425106,1.372911,1.992720,1.818961,1.364780,1.158277,1.335246,0.000000
0.424378,0.670834,0.769401,0.356245,0.647741,0.580282,0.392836,0.280813,0.416061,0.252937,1.580282,1.280813,1.424378,1.670834,1.356245,1.769401,1.647741,1.416061,1.252937,0.000000
0.723038,0.770077,0.056153,0.146351,0.157622,0.264976,0.450539,0.773394,0.335567,0.309076,1.264976,1.773394,1.723038,1.770077,1.146351,1.056153,1.157622,1.335567,1.309076,0.000000
0.773474,0.247038,0.106794,0.521091,0.736728,0.918000,0.086252,0.623835,0.393011,0.637244,1.918000,1.623835,1.773474,1.247038,1.521091,1.106794,1.736728,1.393011,1.637244,0.000000
0.343702,0.574403,0.373807,0.119118,0.761305,0.097237,0.818210,0.807778,0.224028,0.243013,1.097237,1.807778,1.343702,1.574403,1.119118,1.373807,1.761305,1.224028,1.243013,0.000000
0.590064,0.343355,0.703603,0.609515,0.867376,0.055948,0.889694,0.189691,0.564547,0.770685,1.055948,1.189691,1.590064,1.343355,1.609515,1.703603,1.867376,1.564547,1.770685,0.000000
0.896786,0.251824,0.141001,0.699519,0.836609,0.289537,0.640338,0.036314,0.290346,0.869767,1.289537,1.036314,1.896786,1.251824,1.699519,1.141001,1.836609,1.290346,1.869767,0.000000
