0.553533,0.937812,0.776026,0.219611,0.007750,0.903243,0.834092,0.337246,0.984808,0.805536,3.041744,3.492957,2.356874,4.149404,3.398230,3.428073,3.441216,2.990496,0.000000,0.000000
0.765655,0.780966,0.535409,0.299267,0.156882,0.297589,0.181716,0.584358,0.111175,0.922551,1.904516,2.209743,2.223459,2.059306,2.203206,2.676593,2.028941,2.237431,0.000000,0.000000
0.787217,0.198269,0.797832,0.667211,0.979086,0.198228,0.752309,0.706824,0.195494,0.907388,2.991794,3.188034,3.925869,2.143688,3.091155,3.221993,2.436159,3.477427,0.000000,0.000000
0.783315,0.645904,0.673649,0.918034,0.450734,0.804741,0.371626,0.603772,0.500703,0.167400,2.594596,2.223977,2.136937,2.944618,2.451068,2.833136,3.085920,2.111086,0.000000,0.000000
0.929953,0.310740,0.970262,0.034838,0.493885,0.330759,0.787636,0.070417,0.557159,0.483440,2.544703,2.621818,1.773882,3.239590,1.719059,2.995896,2.337703,2.662873,0.000000,0.000000
0.602954,0.575115,0.286109,0.887822,0.472535,0.768390,0.123087,0.853276,0.478197,0.162727,2.593845,1.925203,2.472367,2.202823,2.503616,2.144379,2.669203,2.116768,0.000000,0.000000
0.350423,0.481595,0.073000,0.450926,0.249281,0.157250,0.377475,0.883342,0.873676,0.610051,2.308614,2.394747,2.396710,1.941971,2.173018,2.124777,1.588516,2.597829,0.000000,0.000000
0.517271,0.090757,0.733024,0.663093,0.080769,0.735872,0.621008,0.144882,0.018857,0.506074,2.340508,1.837220,2.068521,1.991762,1.608433,2.317725,2.481194,1.683756,0.000000,0.000000
0.020638,0.433509,0.399475,0.437948,0.146443,0.835676,0.700292,0.742435,0.696036,0.851558,2.378369,2.826865,2.632315,2.474533,2.681813,2.443332,2.515050,2.394649,0.000000,0.000000
0.487096,0.037519,0.901520,0.441669,0.637089,0.473658,0.357358,0.295374,0.672209,0.227326,2.255688,2.015528,1.770486,2.618635,1.531000,2.270956,1.739079,2.758494,0.000000,0.000000
0.584535,0.423919,0.081787,0.724209,0.477397,0.890863,0.741147,0.820039,0.593088,0.167765,2.838689,2.326424,2.533713,2.407337,3.019918,1.681737,3.025494,2.064327,0.000000,0.000000
0.278414,0.214689,0.585168,0.387569,0.192754,0.585268,0.974890,0.481544,0.864493,0.219781,2.567351,2.093297,2.372206,2.411189,2.524232,2.251892,2.660450,2.209480,0.000000,0.000000
0.866525,0.151464,0.318650,0.780498,0.539904,0.030871,0.072348,0.281309,0.265407,0.511263,1.818383,2.227632,2.201057,1.856048,1.389599,2.549011,2.270903,1.730224,0.000000,0.000000
0.585440,0.601216,0.587904,0.062088,0.693540,0.838118,0.288745,0.557884,0.605047,0.607408,1.517107,2.869279,1.825615,2.738834,2.588326,2.159876,1.988030,2.450829,0.000000,0.000000
0.828825,0.038304,0.163658,0.555172,0.372589,0.504647,0.709408,0.139156,0.531173,0.823496,2.061844,2.613344,2.538363,2.077601,1.549641,2.483645,2.557984,2.009173,0.000000,0.000000
0.560115,0.573612,0.536112,0.727429,0.563077,0.791353,0.417708,0.285214,0.595665,0.734232,2.069818,2.714882,2.477382,2.542050,2.098001,2.641153,2.589942,2.354357,0.000000,0.000000
0.931054,0.153772,0.047371,0.861303,0.329118,0.441503,0.094228,0.551679,0.097176,0.640841,2.038176,2.423568,2.358811,1.885677,1.604670,2.796728,2.757262,1.552037,0.000000,0.000000
0.281332,0.283894,0.108331,0.701462,0.765003,0.274672,0.538544,0.887661,0.850033,0.032501,2.692899,2.210214,2.785443,1.890749,2.468507,1.978391,1.941358,2.942043,0.000000,0.000000
0.504454,0.271610,0.363432,0.841850,0.025747,0.580904,0.112212,0.157601,0.822057,0.579137,1.877280,2.401471,2.177523,2.188275,1.298936,2.784802,2.218822,1.825947,0.000000,0.000000
0.301751,0.773354,0.317035,0.979166,0.754141,0.459439,0.597823,0.518060,0.617461,0.442651,2.762328,2.299868,2.769054,2.175150,2.673718,2.599626,2.764106,2.165772,0.000000,0.000000
0.227271,0.755821,0.521288,0.196823,0.277574,0.675774,0.290869,0.772697,0.739613,0.845410,2.063276,2.622979,2.215537,2.646912,2.515439,2.543477,2.005053,2.740178,0.000000,0.000000
0.690381,0.576517,0.410814,0.158406,0.024761,0.037826,0.437603,0.260218,0.247397,0.740311,1.459695,1.958369,1.744345,1.683526,1.676391,2.123430,1.510944,1.510234,0.000000,0.000000
